,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
2519,Lourinhã,PM2.5,Média anual,2011,5.789,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
2520,Santana,O3,Média anual,2017,63.654,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-PT06008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2521,São Gonçalo,PM10,Média anual,2020,13.925,ug/m3,Fundo,urbano,-16.9183,32.6497,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-PT06005&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
2522,Minho-Lima,NO2,Média anual,2013,3.532,ug/m3,Fundo,rural,-8.6939,41.8022,777.0,Viana do Castelo                                                                ,84417.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT01047&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2523,Fundão,O3,Média anual,2005,67.892,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2524,Santiago do Cacém,O3,Média anual,2000,61.894,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2525,Joaquim Magalhães,PM2.5,Média anual,2018,8.123,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-PT05007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
2526,João Gomes Laranjo-S.Hora,NO2,Média anual,2018,35.505,ug/m3,Tráfego,urbano,-8.6631,41.1861,72.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-PT01030&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2527,Paços de Ferreira,PM10,Média anual,2007,30.001,ug/m3,Fundo,urbano,-8.3761,41.2742,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2528,Montemor-o-Velho,PM10,Média anual,2018,18.962,ug/m3,Fundo,rural,-8.6767,40.1828,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT02022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
2529,Faial,O3,Média anual,2010,72.032,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2530,Escavadeira,PM10,Média anual,2002,39.681,ug/m3,Industrial,urbano,-9.0669,38.6586,30.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Médio
2531,Terena,PM10,Média anual,2016,20.618,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2532,Mindelo-Vila do Conde,NO2,Média anual,2015,18.055,ug/m3,Fundo,suburbano,-8.7208,41.3086,25.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-PT01051&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2533,Cerro,SO2,Média anual,2016,2.483,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2016&Year_to=2016&Station=STA-PT05012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
2534,Faial,O3,Média anual,2012,71.944,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2535,Faial,PM2.5,Média anual,2017,3.384,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2017&Year_to=2017&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
2536,Quebedo,NO2,Média anual,2009,24.85,ug/m3,Tráfego,urbano,-8.8942,38.5242,16.0,Setúbal                                                                         ,115126.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2537,Monte Velho,O3,Média anual,2006,59.037,ug/m3,Fundo,rural,-8.7986,38.0769,53.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2538,Estarreja,NO2,Média anual,1997,22.274,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2539,D.Manuel II-Vermoim,PM2.5,Média anual,2003,24.269,ug/m3,Tráfego,urbano,-8.6186,41.2356,90.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Médio
2540,Malpique,SO2,Média anual,2011,13.599,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
2541,Cerro,O3,Média anual,2012,83.261,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Bom
2542,Custóias-Matosinhos,PM10,Média anual,2010,27.585,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2543,Paços de Ferreira,PM10,Média anual,2021,24.98,ug/m3,Fundo,urbano,-8.3761,41.2742,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2544,Fundão,PM10,Média anual,2014,10.166,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT02020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
2545,Escavadeira,PM10,Média anual,2018,23.086,ug/m3,Fundo,urbano,-9.0669,38.6586,30.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT03095&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2546,Chamusca,PM10,Média anual,2018,15.54,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
2547,Ervedeira,PM2.5,Média anual,2015,7.347,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2015&Year_to=2015&Station=STA-PT02019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
2548,Chamusca,O3,Média anual,2017,71.499,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2549,Cerro,SO2,Média anual,2021,22.078,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
2550,Faial,O3,Média anual,2018,71.655,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2551,João Gomes Laranjo-S.Hora,NO2,Média anual,2014,31.708,ug/m3,Tráfego,urbano,-8.6631,41.1861,72.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT01030&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2552,VNTelha-Maia,PM10,Média anual,2016,15.725,ug/m3,Fundo,suburbano,-8.6606,41.2522,88.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT01031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
2553,Faial,NO2,Média anual,2013,1.423,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2554,Ervedeira,PM2.5,Média anual,2013,10.586,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2013&Year_to=2013&Station=STA-PT02019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Bom
2555,VNTelha-Maia,PM10,Média anual,2008,25.815,ug/m3,Fundo,suburbano,-8.6606,41.2522,88.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2556,Ermesinde-Valongo,PM10,Média anual,2009,30.199,ug/m3,Fundo,suburbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2557,Malpique,PM10,Média anual,2018,21.499,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT05008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2558,Santiago do Cacém,NO2,Média anual,1998,9.34,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
2559,Terena,PM10,Média anual,2017,23.81,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
2560,Escavadeira,SO2,Média anual,2003,11.901,ug/m3,Industrial,urbano,-9.0669,38.6586,30.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
2561,Chamusca,O3,Média anual,2021,72.143,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
2562,Paços de Ferreira,PM10,Média anual,2018,22.29,ug/m3,Fundo,urbano,-8.3761,41.2742,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA-PT01044&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
