,período,região,instituição,localização_geográfica,total_partos,total_cesarianas,ano,mês,partos_mês,cesarianas_mês,percent_cesarianas_mês,percent_cesarianas_ano
2358,2021-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",648,225,2021,3,227.0,77.0,33.9,não aplicável
1541,2021-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",866,293,2021,4,218.0,68.0,31.2,não aplicável
4051,2021-05,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",1101,369,2021,5,235.0,76.0,32.3,não aplicável
1558,2021-06,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",1347,439,2021,6,246.0,70.0,28.5,não aplicável
1562,2021-07,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",1590,528,2021,7,243.0,89.0,36.6,não aplicável
2402,2021-08,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",1864,616,2021,8,274.0,88.0,32.1,não aplicável
1577,2021-09,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",2106,699,2021,9,242.0,83.0,34.3,não aplicável
2418,2021-10,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",2377,787,2021,10,271.0,88.0,32.5,não aplicável
1589,2021-11,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",2629,874,2021,11,252.0,87.0,34.5,não aplicável
2439,2021-12,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",2866,956,2021,12,237.0,82.0,34.6,33.4
788,2022-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",233,85,2022,1,233.0,85.0,36.5,não aplicável
4120,2022-02,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",460,155,2022,2,227.0,70.0,30.8,não aplicável
3281,2022-03,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",682,240,2022,3,222.0,85.0,38.3,não aplicável
3285,2022-04,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE","38.7166948,-9.1371248",920,326,2022,4,238.0,86.0,36.1,não aplicável
2488,2013-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",216,92,2013,1,216.0,92.0,42.6,não aplicável
13,2013-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",408,167,2013,2,192.0,75.0,39.1,não aplicável
20,2013-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",636,249,2013,3,228.0,82.0,36.0,não aplicável
1645,2013-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",827,321,2013,4,191.0,72.0,37.7,não aplicável
3317,2013-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1058,416,2013,5,231.0,95.0,41.1,não aplicável
1659,2013-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1286,500,2013,6,228.0,84.0,36.8,não aplicável
2533,2013-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1517,566,2013,7,231.0,66.0,28.6,não aplicável
879,2013-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1738,637,2013,8,221.0,71.0,32.1,não aplicável
3340,2013-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1976,711,2013,9,238.0,74.0,31.1,não aplicável
3344,2013-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2195,783,2013,10,219.0,72.0,32.9,não aplicável
84,2013-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2430,867,2013,11,235.0,84.0,35.7,não aplicável
3363,2013-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2647,945,2013,12,217.0,78.0,35.9,35.7
918,2014-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",226,72,2014,1,226.0,72.0,31.9,não aplicável
2588,2014-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",396,125,2014,2,170.0,53.0,31.2,não aplicável
3389,2014-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",597,185,2014,3,201.0,60.0,29.9,não aplicável
106,2014-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",787,247,2014,4,190.0,62.0,32.6,não aplicável
108,2014-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",996,317,2014,5,209.0,70.0,33.5,não aplicável
2613,2014-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1203,383,2014,6,207.0,66.0,31.9,não aplicável
3427,2014-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1455,467,2014,7,252.0,84.0,33.3,não aplicável
3436,2014-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1707,530,2014,8,252.0,63.0,25.0,não aplicável
992,2014-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1980,597,2014,9,273.0,67.0,24.5,não aplicável
1001,2014-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2206,673,2014,10,226.0,76.0,33.6,não aplicável
3463,2014-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2435,751,2014,11,229.0,78.0,34.1,não aplicável
153,2014-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2675,828,2014,12,240.0,77.0,32.1,31.0
2664,2015-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",247,74,2015,1,247.0,74.0,30.0,não aplicável
2674,2015-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",433,132,2015,2,186.0,58.0,31.2,não aplicável
1808,2015-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",640,193,2015,3,207.0,61.0,29.5,não aplicável
1040,2015-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",834,257,2015,4,194.0,64.0,33.0,não aplicável
189,2015-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1092,331,2015,5,258.0,74.0,28.7,não aplicável
2705,2015-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1293,376,2015,6,201.0,45.0,22.4,não aplicável
3522,2015-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1527,444,2015,7,234.0,68.0,29.1,não aplicável
1852,2015-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1753,504,2015,8,226.0,60.0,26.5,não aplicável
1857,2015-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2032,579,2015,9,279.0,75.0,26.9,não aplicável
1083,2015-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2257,643,2015,10,225.0,64.0,28.4,não aplicável
1091,2015-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2466,703,2015,11,209.0,60.0,28.7,não aplicável
2744,2015-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2711,778,2015,12,245.0,75.0,30.6,28.7
2753,2016-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",234,70,2016,1,234.0,70.0,29.9,não aplicável
1892,2016-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",439,129,2016,2,205.0,59.0,28.8,não aplicável
1122,2016-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",672,194,2016,3,233.0,65.0,27.9,não aplicável
2778,2016-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",874,246,2016,4,202.0,52.0,25.7,não aplicável
3591,2016-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1119,317,2016,5,245.0,71.0,29.0,não aplicável
1142,2016-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1333,380,2016,6,214.0,63.0,29.4,não aplicável
291,2016-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1542,433,2016,7,209.0,53.0,25.4,não aplicável
3607,2016-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1775,488,2016,8,233.0,55.0,23.6,não aplicável
2830,2016-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2218,613,2016,10,443.0,125.0,28.2,não aplicável
1959,2016-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2437,679,2016,11,219.0,66.0,30.1,não aplicável
325,2016-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2672,753,2016,12,235.0,74.0,31.5,28.2
1978,2017-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",185,60,2017,1,185.0,60.0,32.4,não aplicável
1199,2017-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",391,130,2017,2,206.0,70.0,34.0,não aplicável
345,2017-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",615,216,2017,3,224.0,86.0,38.4,não aplicável
355,2017-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",824,284,2017,4,209.0,68.0,32.5,não aplicável
2879,2017-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1039,364,2017,5,215.0,80.0,37.2,não aplicável
3689,2017-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1246,431,2017,6,207.0,67.0,32.4,não aplicável
2897,2017-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1474,501,2017,7,228.0,70.0,30.7,não aplicável
3701,2017-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1695,571,2017,8,221.0,70.0,31.7,não aplicável
387,2017-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1918,633,2017,9,223.0,62.0,27.8,não aplicável
3721,2017-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2162,717,2017,10,244.0,84.0,34.4,não aplicável
2922,2017-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2410,799,2017,11,248.0,82.0,33.1,não aplicável
3736,2017-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2652,866,2017,12,242.0,67.0,27.7,32.7
3744,2018-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",209,66,2018,1,209.0,66.0,31.6,não aplicável
2939,2018-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",412,126,2018,2,203.0,60.0,29.6,não aplicável
2947,2018-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",672,202,2018,3,260.0,76.0,29.2,não aplicável
2102,2018-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",896,268,2018,4,224.0,66.0,29.5,não aplicável
1300,2018-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1141,331,2018,5,245.0,63.0,25.7,não aplicável
2968,2018-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1357,403,2018,6,216.0,72.0,33.3,não aplicável
470,2018-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1557,466,2018,7,200.0,63.0,31.5,não aplicável
482,2018-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1763,542,2018,8,206.0,76.0,36.9,não aplicável
2129,2018-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1988,611,2018,9,225.0,69.0,30.7,não aplicável
2995,2018-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2217,699,2018,10,229.0,88.0,38.4,não aplicável
1341,2018-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2419,761,2018,11,202.0,62.0,30.7,não aplicável
515,2018-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2653,827,2018,12,234.0,66.0,28.2,31.2
1359,2019-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",242,71,2019,1,242.0,71.0,29.3,não aplicável
3850,2019-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",428,130,2019,2,186.0,59.0,31.7,não aplicável
1371,2019-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",668,209,2019,3,240.0,79.0,32.9,não aplicável
2175,2019-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",883,282,2019,4,215.0,73.0,34.0,não aplicável
3877,2019-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1092,346,2019,5,209.0,64.0,30.6,não aplicável
3883,2019-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1322,423,2019,6,230.0,77.0,33.5,não aplicável
562,2019-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1541,492,2019,7,219.0,69.0,31.5,não aplicável
572,2019-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1762,574,2019,8,221.0,82.0,37.1,não aplicável
581,2019-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2002,629,2019,9,240.0,55.0,22.9,não aplicável
2219,2019-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2273,738,2019,10,271.0,109.0,40.2,não aplicável
1433,2019-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2521,827,2019,11,248.0,89.0,35.9,não aplicável
3933,2019-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2755,905,2019,12,234.0,78.0,33.3,32.8
1451,2020-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",259,100,2020,1,259.0,100.0,38.6,não aplicável
3952,2020-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",452,161,2020,2,193.0,61.0,31.6,não aplicável
2254,2020-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",666,223,2020,3,214.0,62.0,29.0,não aplicável
1470,2020-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",878,298,2020,4,212.0,75.0,35.4,não aplicável
3119,2020-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1092,380,2020,5,214.0,82.0,38.3,não aplicável
653,2020-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1268,454,2020,6,176.0,74.0,42.0,não aplicável
3993,2020-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1464,532,2020,7,196.0,78.0,39.8,não aplicável
2297,2020-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1644,601,2020,8,180.0,69.0,38.3,não aplicável
676,2020-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1827,676,2020,9,183.0,75.0,41.0,não aplicável
2313,2020-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2019,740,2020,10,192.0,64.0,33.3,não aplicável
4013,2020-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2232,814,2020,11,213.0,74.0,34.7,não aplicável
703,2020-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2421,885,2020,12,189.0,71.0,37.6,36.6
3175,2021-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",173,60,2021,1,173.0,60.0,34.7,não aplicável
1528,2021-02,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",325,126,2021,2,152.0,66.0,43.4,não aplicável
2361,2021-03,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",484,194,2021,3,159.0,68.0,42.8,não aplicável
1543,2021-04,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",655,260,2021,4,171.0,66.0,38.6,não aplicável
1550,2021-05,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",827,316,2021,5,172.0,56.0,32.6,não aplicável
3212,2021-06,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1009,380,2021,6,182.0,64.0,35.2,não aplicável
3218,2021-07,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1184,455,2021,7,175.0,75.0,42.9,não aplicável
3223,2021-08,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1355,521,2021,8,171.0,66.0,38.6,não aplicável
3235,2021-09,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1544,578,2021,9,189.0,57.0,30.2,não aplicável
2420,2021-10,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1749,647,2021,10,205.0,69.0,33.7,não aplicável
1590,2021-11,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",1948,701,2021,11,199.0,54.0,27.1,não aplicável
3262,2021-12,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE","38.7422257,-9.2264834",2149,775,2021,12,201.0,74.0,36.8,36.1
